student_id,student_name,subject,marks,max_marks,attendance,study_hours,grade
STU0162,Tanmay Rao,Computer Science,93,100,59,6,A+
STU0162,Tanmay Rao,English,67,100,69,4,B
STU0162,Tanmay Rao,Statistics,61,100,80,3,B
STU0163,Shreya Hussain,Mathematics,58,100,71,4,C
STU0163,Shreya Hussain,Physics,63,100,79,3,B
STU0163,Shreya Hussain,Chemistry,65,100,70,2,B
STU0163,Shreya Hussain,Computer Science,59,100,76,2,C
STU0163,Shreya Hussain,English,97,100,81,3,A+
STU0163,Shreya Hussain,Statistics,55,100,95,4,C
STU0164,Qasim Das,Mathematics,63,100,80,4,B
STU0164,Qasim Das,Physics,74,100,73,3,B+
STU0164,Qasim Das,Chemistry,75,100,97,4,B+
STU0164,Qasim Das,Computer Science,55,100,71,3,C
STU0164,Qasim Das,English,56,100,45,2,C
STU0164,Qasim Das,Statistics,39,100,68,5,F
STU0165,Uday Joshi,Mathematics,30,100,73,2,F
STU0165,Uday Joshi,Physics,46,100,61,0,D
STU0165,Uday Joshi,Chemistry,41,100,62,2,D
STU0165,Uday Joshi,Computer Science,27,100,51,3,F
STU0165,Uday Joshi,English,48,100,72,1,D
STU0165,Uday Joshi,Statistics,32,100,62,2,F
STU0166,Qasim Gupta,Mathematics,90,100,98,10,A+
STU0166,Qasim Gupta,Physics,76,100,86,6,B+
STU0166,Qasim Gupta,Chemistry,83,100,87,7,A
STU0166,Qasim Gupta,Computer Science,98,100,100,3,A+
STU0166,Qasim Gupta,English,76,100,89,5,B+
STU0166,Qasim Gupta,Statistics,83,100,94,7,A
STU0167,Tara Ansari,Mathematics,76,100,57,1,B+
STU0167,Tara Ansari,Physics,74,100,66,6,B+
STU0167,Tara Ansari,Chemistry,77,100,68,3,B+
STU0167,Tara Ansari,Computer Science,46,100,70,6,D
STU0167,Tara Ansari,English,61,100,82,5,B
STU0167,Tara Ansari,Statistics,62,100,77,5,B
STU0168,Hemant Rao,Mathematics,29,100,56,1,F
STU0168,Hemant Rao,Physics,57,100,64,3,C
STU0168,Hemant Rao,Chemistry,18,100,52,0,F
STU0168,Hemant Rao,Computer Science,51,100,72,1,C
STU0168,Hemant Rao,English,58,100,81,1,C
STU0168,Hemant Rao,Statistics,36,100,55,4,F
STU0169,Manish Roy,Mathematics,83,100,100,3,A
STU0169,Manish Roy,Physics,89,100,84,8,A
STU0169,Manish Roy,Chemistry,88,100,76,7,A
STU0169,Manish Roy,Computer Science,91,100,88,5,A+
STU0169,Manish Roy,English,75,100,82,4,B+
STU0169,Manish Roy,Statistics,96,100,88,4,A+
STU0170,Bhavna Malhotra,Mathematics,30,100,59,0,F
STU0170,Bhavna Malhotra,Physics,55,100,46,5,C
STU0170,Bhavna Malhotra,Chemistry,19,100,54,1,F
STU0170,Bhavna Malhotra,Computer Science,43,100,60,2,D
STU0170,Bhavna Malhotra,English,33,100,76,1,F
STU0170,Bhavna Malhotra,Statistics,54,100,60,2,C
STU0171,Hina Bose,Mathematics,69,100,74,1,B
STU0171,Hina Bose,Physics,44,100,49,5,D
STU0171,Hina Bose,Chemistry,51,100,87,5,C
STU0171,Hina Bose,Computer Science,46,100,77,4,D
STU0171,Hina Bose,English,53,100,77,4,C
STU0171,Hina Bose,Statistics,56,100,71,2,C
STU0172,Qasim Hussain,Mathematics,81,100,100,4,A
STU0172,Qasim Hussain,Physics,81,100,89,7,A
STU0172,Qasim Hussain,Chemistry,80,100,88,8,A
STU0172,Qasim Hussain,Computer Science,76,100,92,4,B+
STU0172,Qasim Hussain,English,84,100,88,6,A
STU0172,Qasim Hussain,Statistics,78,100,86,6,B+
STU0173,Wahida Nair,Mathematics,90,100,86,8,A+
STU0173,Wahida Nair,Physics,83,100,90,6,A
STU0173,Wahida Nair,Chemistry,80,100,100,6,A
STU0173,Wahida Nair,Computer Science,72,100,73,7,B+
STU0173,Wahida Nair,English,82,100,100,5,A
STU0173,Wahida Nair,Statistics,83,100,88,7,A
STU0174,Qasim Kapoor,Mathematics,55,100,74,0,C
STU0174,Qasim Kapoor,Physics,61,100,74,1,B
STU0174,Qasim Kapoor,Chemistry,49,100,64,0,D
STU0174,Qasim Kapoor,Computer Science,42,100,62,2,D
STU0174,Qasim Kapoor,English,29,100,67,0,F
STU0174,Qasim Kapoor,Statistics,42,100,68,2,D
STU0175,Karthik Pillai,Mathematics,57,100,69,3,C
STU0175,Karthik Pillai,Physics,63,100,92,4,B
STU0175,Karthik Pillai,Chemistry,61,100,86,4,B
STU0175,Karthik Pillai,Computer Science,54,100,54,6,C
STU0175,Karthik Pillai,English,52,100,88,3,C
STU0175,Karthik Pillai,Statistics,47,100,89,3,D
STU0176,Ishaan Patil,Mathematics,66,100,65,4,B
STU0176,Ishaan Patil,Physics,68,100,73,5,B
STU0176,Ishaan Patil,Chemistry,75,100,65,5,B+
STU0176,Ishaan Patil,Computer Science,81,100,78,4,A
STU0176,Ishaan Patil,English,39,100,79,5,F
STU0176,Ishaan Patil,Statistics,84,100,85,4,A
STU0177,Jayant Ansari,Mathematics,77,100,73,4,B+
STU0177,Jayant Ansari,Physics,35,100,72,1,F
STU0177,Jayant Ansari,Chemistry,57,100,67,2,C
STU0177,Jayant Ansari,Computer Science,57,100,77,6,C
STU0177,Jayant Ansari,English,62,100,74,3,B
STU0177,Jayant Ansari,Statistics,70,100,61,2,B+
STU0178,Kavita Patil,Mathematics,70,100,67,3,B+
STU0178,Kavita Patil,Physics,56,100,70,3,C
STU0178,Kavita Patil,Chemistry,52,100,68,4,C
STU0178,Kavita Patil,Computer Science,71,100,78,6,B+
STU0178,Kavita Patil,English,51,100,53,6,C
STU0178,Kavita Patil,Statistics,81,100,90,5,A
STU0179,Brinda Ali,Mathematics,73,100,75,4,B+
STU0179,Brinda Ali,Physics,63,100,71,4,B
STU0179,Brinda Ali,Chemistry,72,100,69,2,B+
STU0179,Brinda Ali,Computer Science,56,100,73,3,C
STU0179,Brinda Ali,English,69,100,74,3,B
STU0179,Brinda Ali,Statistics,71,100,72,4,B+
STU0180,Wahida Bose,Mathematics,75,100,91,5,B+
STU0180,Wahida Bose,Physics,75,100,74,6,B+
STU0180,Wahida Bose,Chemistry,72,100,85,6,B+
STU0180,Wahida Bose,Computer Science,90,100,92,7,A+
STU0180,Wahida Bose,English,85,100,91,7,A
STU0180,Wahida Bose,Statistics,96,100,97,6,A+
STU0181,Jayant Iyer,Mathematics,50,100,54,2,C
STU0181,Jayant Iyer,Physics,23,100,53,3,F
STU0181,Jayant Iyer,Chemistry,33,100,57,0,F
STU0181,Jayant Iyer,Computer Science,23,100,49,1,F
STU0181,Jayant Iyer,English,39,100,68,3,F
STU0181,Jayant Iyer,Statistics,28,100,48,0,F
STU0182,Ojasvi Ansari,Mathematics,77,100,66,3,B+
STU0182,Ojasvi Ansari,Physics,90,100,82,3,A+
STU0182,Ojasvi Ansari,Chemistry,78,100,87,2,B+
STU0182,Ojasvi Ansari,Computer Science,78,100,51,4,B+
STU0182,Ojasvi Ansari,English,57,100,85,2,C
STU0182,Ojasvi Ansari,Statistics,43,100,64,5,D
STU0183,Zubair Nair,Mathematics,85,100,100,6,A
STU0183,Zubair Nair,Physics,74,100,89,5,B+
STU0183,Zubair Nair,Chemistry,76,100,91,6,B+
STU0183,Zubair Nair,Computer Science,89,100,82,6,A
STU0183,Zubair Nair,English,90,100,100,3,A+
STU0183,Zubair Nair,Statistics,81,100,84,6,A
STU0184,Suresh Verma,Mathematics,71,100,72,2,B+
STU0184,Suresh Verma,Physics,50,100,67,3,C
STU0184,Suresh Verma,Chemistry,44,100,75,4,D
STU0184,Suresh Verma,Computer Science,68,100,67,4,B
STU0184,Suresh Verma,English,67,100,46,3,B
STU0184,Suresh Verma,Statistics,54,100,78,5,C
STU0185,Zubair Reddy,Mathematics,64,100,78,4,B
STU0185,Zubair Reddy,Physics,65,100,74,4,B
STU0185,Zubair Reddy,Chemistry,51,100,85,2,C
STU0185,Zubair Reddy,Computer Science,58,100,62,3,C
STU0185,Zubair Reddy,English,56,100,87,2,C
STU0185,Zubair Reddy,Statistics,60,100,69,8,B
STU0186,Omkar Tiwari,Mathematics,48,100,67,2,D
STU0186,Omkar Tiwari,Physics,55,100,87,3,C
STU0186,Omkar Tiwari,Chemistry,57,100,82,3,C
STU0186,Omkar Tiwari,Computer Science,71,100,79,1,B+
STU0186,Omkar Tiwari,English,100,100,74,1,A+
STU0186,Omkar Tiwari,Statistics,68,100,69,4,B
STU0187,Priya Pillai,Mathematics,76,100,80,6,B+
STU0187,Priya Pillai,Physics,52,100,81,3,C
STU0187,Priya Pillai,Chemistry,72,100,65,4,B+
STU0187,Priya Pillai,Computer Science,56,100,70,4,C
STU0187,Priya Pillai,English,54,100,75,2,C
STU0187,Priya Pillai,Statistics,47,100,79,5,D
STU0188,Rahul Ali,Mathematics,10,100,63,2,F
STU0188,Rahul Ali,Physics,40,100,72,0,D
STU0188,Rahul Ali,Chemistry,41,100,72,0,D
STU0188,Rahul Ali,Computer Science,33,100,46,1,F
STU0188,Rahul Ali,English,45,100,52,0,D
STU0188,Rahul Ali,Statistics,55,100,68,0,C
STU0189,Ojasvi Choudhary,Mathematics,33,100,59,2,F
STU0189,Ojasvi Choudhary,Physics,37,100,50,3,F
STU0189,Ojasvi Choudhary,Chemistry,5,100,68,2,F
STU0189,Ojasvi Choudhary,Computer Science,47,100,54,3,D
STU0189,Ojasvi Choudhary,English,29,100,57,3,F
STU0189,Ojasvi Choudhary,Statistics,45,100,53,1,D
STU0190,Manish Mehta,Mathematics,54,100,46,0,C
STU0190,Manish Mehta,Physics,20,100,65,3,F
STU0190,Manish Mehta,Chemistry,10,100,49,1,F
STU0190,Manish Mehta,Computer Science,56,100,60,0,C
STU0190,Manish Mehta,English,52,100,60,4,C
STU0190,Manish Mehta,Statistics,42,100,46,4,D
STU0191,Waqar Das,Mathematics,19,100,40,1,F
STU0191,Waqar Das,Physics,46,100,59,2,D
STU0191,Waqar Das,Chemistry,51,100,54,0,C
STU0191,Waqar Das,Computer Science,18,100,66,2,F
STU0191,Waqar Das,English,34,100,51,2,F
STU0191,Waqar Das,Statistics,22,100,54,0,F
STU0192,Ekta Rao,Mathematics,73,100,95,3,B+
STU0192,Ekta Rao,Physics,97,100,51,0,A+
STU0192,Ekta Rao,Chemistry,32,100,85,2,F
STU0192,Ekta Rao,Computer Science,74,100,73,4,B+
STU0192,Ekta Rao,English,67,100,70,1,B
STU0192,Ekta Rao,Statistics,73,100,81,4,B+
STU0193,Tara Mehta,Mathematics,80,100,82,4,A
STU0193,Tara Mehta,Physics,75,100,68,5,B+
STU0193,Tara Mehta,Chemistry,60,100,66,3,B
STU0193,Tara Mehta,Computer Science,53,100,72,3,C
STU0193,Tara Mehta,English,47,100,78,2,D
STU0193,Tara Mehta,Statistics,74,100,91,5,B+
STU0194,Omkar Saxena,Mathematics,31,100,72,1,F
STU0194,Omkar Saxena,Physics,23,100,61,0,F
STU0194,Omkar Saxena,Chemistry,70,100,66,1,B+
STU0194,Omkar Saxena,Computer Science,28,100,45,3,F
STU0194,Omkar Saxena,English,46,100,50,2,D
STU0194,Omkar Saxena,Statistics,33,100,55,0,F
STU0195,Yash Tiwari,Mathematics,79,100,72,0,B+
STU0195,Yash Tiwari,Physics,83,100,85,6,A
STU0195,Yash Tiwari,Chemistry,77,100,89,2,B+
STU0195,Yash Tiwari,Computer Science,55,100,69,5,C
STU0195,Yash Tiwari,English,43,100,72,5,D
STU0195,Yash Tiwari,Statistics,67,100,90,2,B
STU0196,Uma Verma,Mathematics,40,100,55,0,D
STU0196,Uma Verma,Physics,40,100,62,0,D
STU0196,Uma Verma,Chemistry,33,100,67,0,F
STU0196,Uma Verma,Computer Science,65,100,59,1,B
STU0196,Uma Verma,English,26,100,46,1,F
STU0196,Uma Verma,Statistics,54,100,67,1,C
STU0197,Hemant Choudhary,Mathematics,66,100,64,2,B
STU0197,Hemant Choudhary,Physics,23,100,71,2,F
STU0197,Hemant Choudhary,Chemistry,58,100,51,2,C
STU0197,Hemant Choudhary,Computer Science,33,100,51,1,F
STU0197,Hemant Choudhary,English,35,100,54,3,F
STU0197,Hemant Choudhary,Statistics,34,100,37,2,F
STU0198,Abhinav Tiwari,Mathematics,54,100,52,4,C
STU0198,Abhinav Tiwari,Physics,56,100,69,5,C
STU0198,Abhinav Tiwari,Chemistry,69,100,73,6,B
STU0198,Abhinav Tiwari,Computer Science,75,100,78,5,B+
STU0198,Abhinav Tiwari,English,63,100,84,4,B
STU0198,Abhinav Tiwari,Statistics,69,100,64,3,B
STU0199,Bhavna Gupta,Mathematics,73,100,78,5,B+
STU0199,Bhavna Gupta,Physics,78,100,79,5,B+
STU0199,Bhavna Gupta,Chemistry,47,100,82,5,D
STU0199,Bhavna Gupta,Computer Science,85,100,89,7,A
STU0199,Bhavna Gupta,English,47,100,71,2,D
STU0199,Bhavna Gupta,Statistics,76,100,72,8,B+
STU0200,Disha Malhotra,Mathematics,66,100,100,2,B
STU0200,Disha Malhotra,Physics,62,100,74,5,B
STU0200,Disha Malhotra,Chemistry,57,100,79,3,C
STU0200,Disha Malhotra,Computer Science,72,100,75,3,B+
STU0200,Disha Malhotra,English,67,100,78,3,B
STU0200,Disha Malhotra,Statistics,50,100,77,5,C
STU0201,Waqar Tiwari,Mathematics,89,100,81,7,A
STU0201,Waqar Tiwari,Physics,85,100,100,3,A
STU0201,Waqar Tiwari,Chemistry,77,100,80,5,B+
STU0201,Waqar Tiwari,Computer Science,90,100,91,3,A+
STU0201,Waqar Tiwari,English,86,100,91,2,A
STU0201,Waqar Tiwari,Statistics,78,100,81,5,B+
STU0202,Jaya Patel,Mathematics,65,100,99,4,B
STU0202,Jaya Patel,Physics,72,100,81,6,B+
STU0202,Jaya Patel,Chemistry,78,100,70,4,B+
STU0202,Jaya Patel,Computer Science,67,100,87,4,B
STU0202,Jaya Patel,English,49,100,75,5,D
STU0202,Jaya Patel,Statistics,70,100,68,6,B+
STU0203,Pallavi Desai,Mathematics,86,100,46,4,A
STU0203,Pallavi Desai,Physics,69,100,88,4,B
STU0203,Pallavi Desai,Chemistry,54,100,86,5,C
STU0203,Pallavi Desai,Computer Science,59,100,85,3,C
STU0203,Pallavi Desai,English,59,100,61,5,C
STU0203,Pallavi Desai,Statistics,68,100,48,7,B
STU0204,Karthik Tiwari,Mathematics,60,100,87,1,B
STU0204,Karthik Tiwari,Physics,65,100,66,1,B
STU0204,Karthik Tiwari,Chemistry,67,100,65,3,B
STU0204,Karthik Tiwari,Computer Science,62,100,78,1,B
STU0204,Karthik Tiwari,English,57,100,71,5,C
STU0204,Karthik Tiwari,Statistics,54,100,78,3,C
STU0205,Ishaan Ali,Mathematics,56,100,63,3,C
STU0205,Ishaan Ali,Physics,81,100,74,5,A
STU0205,Ishaan Ali,Chemistry,55,100,76,2,C
STU0205,Ishaan Ali,Computer Science,59,100,57,2,C
STU0205,Ishaan Ali,English,57,100,68,5,C
STU0205,Ishaan Ali,Statistics,74,100,85,2,B+
STU0206,Nandita Bose,Mathematics,69,100,68,0,B
STU0206,Nandita Bose,Physics,59,100,82,5,C
STU0206,Nandita Bose,Chemistry,77,100,68,4,B+
STU0206,Nandita Bose,Computer Science,59,100,57,0,C
STU0206,Nandita Bose,English,59,100,88,5,C
STU0206,Nandita Bose,Statistics,63,100,64,5,B
STU0207,Farida Menon,Mathematics,65,100,74,3,B
STU0207,Farida Menon,Physics,48,100,68,3,D
STU0207,Farida Menon,Chemistry,63,100,58,3,B
STU0207,Farida Menon,Computer Science,60,100,77,6,B
STU0207,Farida Menon,English,75,100,62,3,B+
STU0207,Farida Menon,Statistics,78,100,81,6,B+
STU0208,Divya Gupta,Mathematics,75,100,65,4,B+
STU0208,Divya Gupta,Physics,64,100,82,2,B
STU0208,Divya Gupta,Chemistry,61,100,50,5,B
STU0208,Divya Gupta,Computer Science,68,100,66,1,B
STU0208,Divya Gupta,English,48,100,71,1,D
STU0208,Divya Gupta,Statistics,68,100,74,3,B
STU0209,Shreya Patel,Mathematics,89,100,89,3,A
STU0209,Shreya Patel,Physics,79,100,88,3,B+
STU0209,Shreya Patel,Chemistry,83,100,88,6,A
STU0209,Shreya Patel,Computer Science,87,100,99,4,A
STU0209,Shreya Patel,English,93,100,82,5,A+
STU0209,Shreya Patel,Statistics,100,100,81,7,A+
STU0210,Farhan Das,Mathematics,78,100,84,5,B+
STU0210,Farhan Das,Physics,81,100,96,4,A
STU0210,Farhan Das,Chemistry,91,100,93,6,A+
STU0210,Farhan Das,Computer Science,90,100,87,7,A+
STU0210,Farhan Das,English,91,100,91,6,A+
STU0210,Farhan Das,Statistics,88,100,100,7,A
STU0211,Chirag Kumar,Mathematics,49,100,53,3,D
STU0211,Chirag Kumar,Physics,43,100,47,0,D
STU0211,Chirag Kumar,Chemistry,42,100,50,0,D
STU0211,Chirag Kumar,Computer Science,10,100,66,1,F
STU0211,Chirag Kumar,English,41,100,61,2,D
STU0211,Chirag Kumar,Statistics,39,100,58,0,F
STU0212,Waqar Desai,Mathematics,60,100,74,3,B
STU0212,Waqar Desai,Physics,45,100,78,3,D
STU0212,Waqar Desai,Chemistry,82,100,71,3,A
STU0212,Waqar Desai,Computer Science,55,100,80,3,C
STU0212,Waqar Desai,English,67,100,51,4,B
STU0212,Waqar Desai,Statistics,58,100,69,4,C
STU0213,Tara Menon,Mathematics,61,100,83,3,B
STU0213,Tara Menon,Physics,70,100,76,3,B+
STU0213,Tara Menon,Chemistry,68,100,80,2,B
STU0213,Tara Menon,Computer Science,60,100,77,3,B
STU0213,Tara Menon,English,52,100,72,2,C
STU0213,Tara Menon,Statistics,57,100,61,2,C
STU0214,Abhinav Pillai,Mathematics,19,100,80,3,F
STU0214,Abhinav Pillai,Physics,40,100,67,0,D
STU0214,Abhinav Pillai,Chemistry,35,100,63,0,F
STU0214,Abhinav Pillai,Computer Science,38,100,42,1,F
STU0214,Abhinav Pillai,English,51,100,79,2,C
STU0214,Abhinav Pillai,Statistics,54,100,74,2,C
STU0215,Zara Ali,Mathematics,78,100,70,4,B+
STU0215,Zara Ali,Physics,79,100,90,3,B+
STU0215,Zara Ali,Chemistry,78,100,65,5,B+
STU0215,Zara Ali,Computer Science,64,100,71,5,B
STU0215,Zara Ali,English,50,100,73,5,C
STU0215,Zara Ali,Statistics,84,100,85,2,A
STU0216,Laxman Verma,Mathematics,37,100,47,0,F
STU0216,Laxman Verma,Physics,44,100,59,2,D
STU0216,Laxman Verma,Chemistry,35,100,60,3,F
STU0216,Laxman Verma,Computer Science,38,100,57,3,F
STU0216,Laxman Verma,English,63,100,61,1,B
STU0216,Laxman Verma,Statistics,40,100,61,0,D
STU0217,Wahida Gupta,Mathematics,21,100,58,2,F
STU0217,Wahida Gupta,Physics,35,100,59,0,F
STU0217,Wahida Gupta,Chemistry,42,100,68,1,D
STU0217,Wahida Gupta,Computer Science,47,100,42,3,D
STU0217,Wahida Gupta,English,35,100,41,0,F
STU0217,Wahida Gupta,Statistics,37,100,68,3,F
STU0218,Chirag Pillai,Mathematics,65,100,75,3,B
STU0218,Chirag Pillai,Physics,64,100,64,3,B
STU0218,Chirag Pillai,Chemistry,60,100,77,3,B
STU0218,Chirag Pillai,Computer Science,26,100,96,3,F
STU0218,Chirag Pillai,English,51,100,73,4,C
STU0218,Chirag Pillai,Statistics,67,100,47,3,B
STU0219,Gaurav Rao,Mathematics,36,100,46,1,F
STU0219,Gaurav Rao,Physics,34,100,53,1,F
STU0219,Gaurav Rao,Chemistry,33,100,62,2,F
STU0219,Gaurav Rao,Computer Science,34,100,80,0,F
STU0219,Gaurav Rao,English,35,100,44,1,F
STU0219,Gaurav Rao,Statistics,47,100,68,4,D
STU0220,Laxman Kumar,Mathematics,25,100,70,0,F
STU0220,Laxman Kumar,Physics,17,100,52,4,F
STU0220,Laxman Kumar,Chemistry,37,100,42,3,F
STU0220,Laxman Kumar,Computer Science,40,100,64,2,D
STU0220,Laxman Kumar,English,31,100,67,0,F
STU0220,Laxman Kumar,Statistics,24,100,60,4,F
STU0221,Aishwarya Reddy,Mathematics,64,100,70,3,B
STU0221,Aishwarya Reddy,Physics,78,100,74,2,B+
STU0221,Aishwarya Reddy,Chemistry,67,100,71,3,B
STU0221,Aishwarya Reddy,Computer Science,48,100,100,3,D
STU0221,Aishwarya Reddy,English,51,100,77,2,C
STU0221,Aishwarya Reddy,Statistics,56,100,79,2,C
STU0222,Rahul Saxena,Mathematics,58,100,67,6,C
STU0222,Rahul Saxena,Physics,57,100,73,4,C
STU0222,Rahul Saxena,Chemistry,67,100,98,1,B
STU0222,Rahul Saxena,Computer Science,71,100,67,2,B+
STU0222,Rahul Saxena,English,73,100,83,2,B+
STU0222,Rahul Saxena,Statistics,47,100,80,5,D
STU0223,Eshan Choudhary,Mathematics,78,100,64,3,B+
STU0223,Eshan Choudhary,Physics,37,100,78,4,F
STU0223,Eshan Choudhary,Chemistry,72,100,77,0,B+
STU0223,Eshan Choudhary,Computer Science,54,100,86,4,C
STU0223,Eshan Choudhary,English,67,100,85,3,B
STU0223,Eshan Choudhary,Statistics,78,100,57,3,B+
STU0224,Xena Rao,Mathematics,83,100,74,2,A
STU0224,Xena Rao,Physics,68,100,62,3,B
STU0224,Xena Rao,Chemistry,68,100,71,5,B
STU0224,Xena Rao,Computer Science,91,100,76,6,A+
STU0224,Xena Rao,English,58,100,68,5,C
STU0224,Xena Rao,Statistics,80,100,77,3,A
STU0225,Priya Roy,Mathematics,70,100,58,4,B+
STU0225,Priya Roy,Physics,81,100,68,1,A
STU0225,Priya Roy,Chemistry,47,100,78,5,D
STU0225,Priya Roy,Computer Science,72,100,74,4,B+
STU0225,Priya Roy,English,52,100,74,1,C
STU0225,Priya Roy,Statistics,50,100,76,1,C
STU0226,Jayant Ali,Mathematics,55,100,78,2,C
STU0226,Jayant Ali,Physics,57,100,81,4,C
STU0226,Jayant Ali,Chemistry,78,100,84,1,B+
STU0226,Jayant Ali,Computer Science,53,100,70,5,C
STU0226,Jayant Ali,English,69,100,76,2,B
STU0226,Jayant Ali,Statistics,63,100,71,4,B
STU0227,Divya Tiwari,Mathematics,73,100,84,5,B+
STU0227,Divya Tiwari,Physics,64,100,67,5,B
STU0227,Divya Tiwari,Chemistry,80,100,71,2,A
STU0227,Divya Tiwari,Computer Science,44,100,80,6,D
STU0227,Divya Tiwari,English,62,100,66,2,B
STU0227,Divya Tiwari,Statistics,39,100,85,2,F
STU0228,Omkar Mehta,Mathematics,69,100,76,4,B
STU0228,Omkar Mehta,Physics,51,100,75,5,C
STU0228,Omkar Mehta,Chemistry,55,100,73,6,C
STU0228,Omkar Mehta,Computer Science,57,100,61,2,C
STU0228,Omkar Mehta,English,50,100,78,0,C
STU0228,Omkar Mehta,Statistics,40,100,71,2,D
STU0229,Brinda Verma,Mathematics,45,100,85,6,D
STU0229,Brinda Verma,Physics,50,100,64,3,C
STU0229,Brinda Verma,Chemistry,68,100,67,2,B
STU0229,Brinda Verma,Computer Science,60,100,70,3,B
STU0229,Brinda Verma,English,59,100,71,5,C
STU0229,Brinda Verma,Statistics,64,100,66,2,B
STU0230,Aarav Joshi,Mathematics,87,100,92,4,A
STU0230,Aarav Joshi,Physics,86,100,100,4,A
STU0230,Aarav Joshi,Chemistry,80,100,83,5,A
STU0230,Aarav Joshi,Computer Science,92,100,100,5,A+
STU0230,Aarav Joshi,English,82,100,94,6,A
STU0230,Aarav Joshi,Statistics,86,100,98,6,A
STU0231,Manish Sharma,Mathematics,39,100,79,4,F
STU0231,Manish Sharma,Physics,63,100,81,2,B
STU0231,Manish Sharma,Chemistry,55,100,81,5,C
STU0231,Manish Sharma,Computer Science,93,100,76,3,A+
STU0231,Manish Sharma,English,59,100,61,4,C
STU0231,Manish Sharma,Statistics,59,100,80,2,C
STU0232,Laxman Mehta,Mathematics,51,100,85,3,C
STU0232,Laxman Mehta,Physics,62,100,79,3,B
STU0232,Laxman Mehta,Chemistry,64,100,74,0,B
STU0232,Laxman Mehta,Computer Science,66,100,84,1,B
STU0232,Laxman Mehta,English,55,100,64,3,C
STU0232,Laxman Mehta,Statistics,77,100,53,2,B+
STU0233,Zara Sharma,Mathematics,49,100,81,7,D
STU0233,Zara Sharma,Physics,55,100,55,4,C
STU0233,Zara Sharma,Chemistry,58,100,70,4,C
STU0233,Zara Sharma,Computer Science,57,100,75,5,C
STU0233,Zara Sharma,English,63,100,80,5,B
STU0233,Zara Sharma,Statistics,64,100,91,5,B
STU0234,Disha Gupta,Mathematics,58,100,79,2,C
STU0234,Disha Gupta,Physics,67,100,61,4,B
STU0234,Disha Gupta,Chemistry,66,100,79,3,B
STU0234,Disha Gupta,Computer Science,42,100,78,3,D
STU0234,Disha Gupta,English,54,100,94,6,C
STU0234,Disha Gupta,Statistics,59,100,77,3,C
STU0235,Meera Bose,Mathematics,28,100,39,0,F
STU0235,Meera Bose,Physics,27,100,54,2,F
STU0235,Meera Bose,Chemistry,24,100,59,1,F
STU0235,Meera Bose,Computer Science,38,100,72,1,F
STU0235,Meera Bose,English,54,100,56,2,C
STU0235,Meera Bose,Statistics,37,100,56,2,F
STU0236,Vani Ali,Mathematics,61,100,84,3,B
STU0236,Vani Ali,Physics,69,100,77,3,B
STU0236,Vani Ali,Chemistry,68,100,87,2,B
STU0236,Vani Ali,Computer Science,59,100,89,3,C
STU0236,Vani Ali,English,53,100,59,4,C
STU0236,Vani Ali,Statistics,59,100,86,3,C
STU0237,Aarav Desai,Mathematics,28,100,69,3,F
STU0237,Aarav Desai,Physics,54,100,69,4,C
STU0237,Aarav Desai,Chemistry,68,100,58,4,B
STU0237,Aarav Desai,Computer Science,71,100,90,4,B+
STU0237,Aarav Desai,English,81,100,76,3,A
STU0237,Aarav Desai,Statistics,53,100,69,5,C
STU0238,Riya Singh,Mathematics,53,100,90,3,C
STU0238,Riya Singh,Physics,46,100,82,7,D
STU0238,Riya Singh,Chemistry,61,100,69,2,B
STU0238,Riya Singh,Computer Science,65,100,83,3,B
STU0238,Riya Singh,English,52,100,75,2,C
STU0238,Riya Singh,Statistics,59,100,73,3,C
STU0239,Tara Ali,Mathematics,45,100,69,2,D
STU0239,Tara Ali,Physics,61,100,77,3,B
STU0239,Tara Ali,Chemistry,72,100,81,2,B+
STU0239,Tara Ali,Computer Science,66,100,65,6,B
STU0239,Tara Ali,English,63,100,67,3,B
STU0239,Tara Ali,Statistics,63,100,69,5,B
STU0240,Chetan Agarwal,Mathematics,55,100,58,3,C
STU0240,Chetan Agarwal,Physics,38,100,74,3,F
STU0240,Chetan Agarwal,Chemistry,69,100,82,3,B
STU0240,Chetan Agarwal,Computer Science,54,100,51,2,C
STU0240,Chetan Agarwal,English,31,100,70,6,F
STU0240,Chetan Agarwal,Statistics,66,100,80,5,B
STU0241,Karthik Mehta,Mathematics,79,100,78,6,B+
STU0241,Karthik Mehta,Physics,85,100,75,5,A
STU0241,Karthik Mehta,Chemistry,86,100,100,7,A
STU0241,Karthik Mehta,Computer Science,81,100,84,3,A
STU0241,Karthik Mehta,English,97,100,85,4,A+
STU0241,Karthik Mehta,Statistics,89,100,91,7,A
STU0242,Riya Bose,Mathematics,72,100,97,6,B+
STU0242,Riya Bose,Physics,92,100,64,4,A+
STU0242,Riya Bose,Chemistry,75,100,92,7,B+
STU0242,Riya Bose,Computer Science,79,100,87,6,B+
STU0242,Riya Bose,English,100,100,81,6,A+
STU0242,Riya Bose,Statistics,81,100,87,7,A
STU0243,Gayatri Ansari,Mathematics,46,100,44,2,D
STU0243,Gayatri Ansari,Physics,20,100,73,1,F
STU0243,Gayatri Ansari,Chemistry,42,100,73,0,D
STU0243,Gayatri Ansari,Computer Science,27,100,46,3,F
STU0243,Gayatri Ansari,English,33,100,46,2,F
